what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1460508299131
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1460508299178
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1460508300145
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460508300176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508306806
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1460508312640
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1460508312687
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1460508313233
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1460508313249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508313545
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1460508314715
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1460508314715
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1460508314762
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1460508314778
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1460508314918
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1460508314918
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1460508315074
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1460508315105
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1460508315339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508319146
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460508323420
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460508323436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508323451
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1460508324590
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1460508324731
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460508324855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460508604392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508607200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508641889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460508645914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460508651015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508657209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508738447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508770926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508782595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508787150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508802048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460508819193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508819926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508840409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460508876975
