what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681694270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681700806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460681702662
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1460681702756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1460681738121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681744502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681779180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681781598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681783018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681785467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681786091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681789773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460681793813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460681795935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460681844888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460681847618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460681849537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460682183720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460682421886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1460682430388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460682432447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460682438968
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1460682441854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460682449233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460682487921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460682514098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460682516656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460682523060
