what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600487860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600522392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600523593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600531176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600580549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600582483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460600588240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600594246
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460600601156
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600610798
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460600612545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600620002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600638020
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1460600649502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600649502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600650765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600651795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600666834
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600707472
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600715864
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600718579
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600735848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600747236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460600748141
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460600853659
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600880616
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460600894516
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460600895436
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460600898104
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460600916637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600925966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600929959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460600931769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460601108969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460601123353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460601161074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1460601659650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460601662224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1460601694361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460601696716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460601706217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460602978336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460603613507
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1460604244544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604248974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604257032
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460604261088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604742319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604817307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604832174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604866532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604866656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604869948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604878004
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1460604887286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604887301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604889173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604891108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604901716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604901778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604908096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1460604908112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604912090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604920467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1460604920483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604928445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604929397
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460604931612
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1460604943749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604943764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604945886
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460604952313
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460604961222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604978444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460604985027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460605044174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460605049710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460605051489
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460605058680
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460605078166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460606653302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460606662428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460606662521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460606730666
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1460606735252
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1460606735517
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1460606735580
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1460606735736
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1460606735751
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1460606735829
